ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_Remote_1,EMP_Engagement_1,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,Gender,Emp_Work_Status2,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Satisfaction,Emp_Competitive_1,Emp_Collaborative_1
4993,OLEA,Operations,UK,Level 2-4,5,1,1,9,8,0.4,9,9,3,8,4,136,8,0,1,medium,M,7,9,9,8,6,8,8,10
4994,OBANION,Sales,UK,Level 2-4,5,1,1,9,9,0.4,10,8,4,10,4,210,9,0,0,medium,F,8,8,7,7,6,7,7,7
4995,OAKMAN,Finance,Japan,Level 2-4,5,1,1,9,9,0.4,9,7,5,8,5,259,9,0,1,high,F,8,8,9,9,6,8,6,10
4996,NOVICK,Human Resources,UK,Level 2-4,5,1,1,7,8,0.4,6,9,4,10,4,141,8,0,0,medium,M,7,8,9,7,4,7,6,8
4997,NICKLAS,IT,US,Level 2-4,5,1,1,8,9,0.4,8,7,3,10,4,151,9,0,1,medium,M,8,9,7,9,5,8,7,9
4998,NEMEC,Warehouse,Colombia,Level 2-4,5,0,1,7,8,0.4,7,7,5,10,3,164,9,0,1,medium,F,10,8,8,8,6,8,8,9
4999,NAPPI,Operations,Japan,Level 2-4,5,1,1,8,9,0.4,10,8,4,8,3,141,8,0,0,medium,F,7,8,7,8,4,7,8,7
5000,MUND,Sales,Australia,Level 2-4,5,0,1,10,10,0.4,9,7,5,8,3,271,8,0,1,medium,M,7,9,9,10,5,8,9,7
5001,MORFIN,IT,Korea,Level 2-4,5,1,1,10,10,0.4,9,8,3,8,4,191,8,0,1,low,F,8,7,9,10,6,8,9,10
5002,MERA,Human Resources,China,Level 2-4,5,0,1,8,10,0.4,10,7,4,9,3,181,8,0,1,medium,M,9,10,7,8,2,7,8,10
5003,MELGOZA,IT,France,Level 2-4,5,0,1,8,8,0.4,9,7,4,9,3,241,8,0,1,high,M,8,10,9,7,6,8,8,10
5004,MELBY,Warehouse,UK,Level 2-4,5,1,1,9,9,0.4,10,8,3,9,3,254,9,0,0,medium,M,7,7,8,9,4,7,6,8
5005,MCGOLDRICK,Operations,Colombia,Level 2-4,5,0,1,7,10,0.4,7,7,5,10,3,146,9,0,1,medium,F,8,9,10,7,6,8,6,7
5006,MCELWAIN,Sales,US,Level 2-4,5,1,1,7,10,0.4,7,7,3,10,5,271,10,0,1,high,M,10,10,9,7,2,8,7,8
5007,MCCHRISTIAN,Finance,US,Level 2-4,5,1,1,7,10,0.4,6,8,4,7,3,185,7,0,0,medium,F,9,9,9,7,3,7,8,7
5008,MCCAW,Human Resources,UK,Level 2-4,5,0,1,8,10,0.4,10,9,4,10,4,170,9,0,1,low,F,7,8,9,10,5,8,8,8
5009,MARQUART,IT,China,Level 2-4,5,1,1,8,8,0.4,10,7,5,10,4,265,7,0,1,medium,M,8,8,10,9,4,8,7,10
5010,MARLATT,Warehouse,Korea,Level 2-4,5,1,1,9,8,0.4,9,7,3,9,4,142,10,0,1,low,F,8,7,10,10,4,8,6,9
5011,MARKOVICH,Operations,Australia,Level 2-4,5,1,1,8,9,0.4,8,7,5,10,2,228,8,0,1,low,F,7,7,9,8,5,7,6,8
5012,MAHR,Sales,UK,Level 2-4,5,1,1,10,10,0.4,9,9,3,8,4,262,9,0,1,low,M,7,7,10,10,3,7,6,8
5013,LUPTON,Finance,Japan,Level 2-4,5,1,1,10,10,0.4,10,7,5,8,3,205,7,0,1,medium,F,9,9,9,10,5,8,9,9
5014,LUCUS,Human Resources,UK,Level 2-4,5,0,1,9,8,0.4,10,7,3,8,4,178,9,0,0,high,M,9,7,7,8,4,7,6,8
5015,LORUSSO,IT,Japan,Level 2-4,5,0,1,7,10,0.4,7,9,4,7,2,153,7,0,0,high,M,7,10,8,7,2,7,6,9
5016,LERMAN,Warehouse,Australia,Level 2-4,5,0,1,8,8,0.4,9,9,4,10,3,186,7,0,1,high,M,9,8,8,8,2,7,6,7
5017,LEDDY,Operations,Colombia,Level 2-4,5,0,1,9,9,0.4,8,9,5,10,4,167,8,0,1,high,F,9,10,9,9,8,9,2,10
5018,LEAMAN,Sales,France,Level 2-4,5,1,1,10,9,0.4,10,9,5,10,3,148,9,0,1,high,M,10,10,10,9,3,8,9,7
5019,LEACHMAN,Finance,Turkey,Level 2-4,5,0,1,9,10,0.4,9,7,4,10,3,167,8,0,1,high,M,8,10,7,8,2,7,8,8
5020,LAVALLE,Human Resources,Korea,Level 2-4,5,1,1,10,9,0.4,9,9,3,8,3,261,8,0,1,medium,M,7,9,8,7,3,7,6,9
5021,LADUKE,IT,Australia,Level 2-4,5,0,1,7,8,0.4,7,8,3,7,3,166,10,0,1,medium,M,8,10,7,8,5,8,9,7
5022,KUMMER,Warehouse,Japan,Level 2-4,5,1,1,8,10,0.4,8,7,4,9,3,226,9,0,1,high,M,9,7,9,10,5,8,9,7
5023,KOURY,Operations,China,Level 2-4,5,1,1,8,10,0.4,8,7,3,9,3,260,8,0,1,low,F,7,9,10,10,5,8,9,9
5024,KONOPKA,Sales,Korea,Level 2-4,1,0,0,3,2,0.4,3,7,1,3,5,246,8,0,0,medium,F,1,2,1,2,1,1,2,3
5025,KOH,IT,Japan,Level 2-4,3,0,1,9,5,0.4,8,7,3,7,3,221,9,1,0,low,F,4,4,3,4,2,3,7,6
5026,KOEPP,Human Resources,Turkey,Level 2-4,3,1,1,10,6,0.4,9,9,3,6,5,191,9,1,1,medium,M,9,8,8,9,1,7,8,6
5027,KLOSS,IT,Australia,Level 2-4,3,0,1,7,6,0.4,5,8,3,7,3,138,10,0,1,medium,F,10,9,9,8,1,7,7,7
5028,KLOCK,Warehouse,France,Level 2-4,3,1,0,8,5,0.4,9,7,3,7,3,146,8,0,0,medium,M,1,1,2,2,1,1,2,3
5029,KHALIL,Operations,Colombia,Level 2-4,3,1,0,9,5,0.4,10,9,3,6,3,193,8,0,0,medium,M,3,1,1,1,1,1,1,1
5030,KERNAN,Sales,Japan,Level 2-4,3,0,0,8,5,0.4,9,7,2,7,3,229,8,0,0,medium,F,1,2,1,2,2,2,2,3
5031,KAPPEL,Finance,France,Level 2-4,3,1,0,9,6,0.4,8,8,2,6,4,239,8,0,0,high,M,1,5,5,5,5,4,2,2
5032,JAKES,Human Resources,US,Level 2-4,3,0,1,7,6,0.4,6,7,2,7,6,103,8,0,1,medium,M,7,8,8,7,1,6,10,8
5033,INOUE,IT,France,Level 2-4,3,1,1,10,6,0.4,9,9,2,7,5,254,9,1,0,low,F,3,6,7,7,4,5,7,5
5034,HUTSELL,Warehouse,Korea,Level 2-4,3,0,1,7,6,0.4,5,8,3,6,2,198,7,0,0,low,M,7,7,9,7,1,6,8,9
5035,HOWLE,Operations,UK,Level 2-4,3,1,1,9,5,0.4,8,7,3,7,3,208,9,1,0,medium,M,3,2,1,1,2,2,1,3
5036,HONORE,Sales,Turkey,Level 2-4,3,0,0,9,5,0.4,9,8,2,7,3,253,9,1,0,medium,M,7,3,2,3,6,4,7,5
5037,HOLE,Finance,France,Level 2-4,3,1,1,10,6,0.4,9,9,2,7,4,261,8,0,0,high,M,9,7,7,7,1,6,10,6
5038,HOCKMAN,Human Resources,UK,Level 2-4,3,0,0,7,5,0.4,5,9,2,6,3,156,8,0,0,medium,M,1,2,2,1,2,2,1,1
5039,HOCKADAY,IT,Korea,Level 2-4,3,0,0,8,5,0.4,8,7,2,6,4,97,9,0,0,low,M,3,1,1,1,2,2,1,3
5040,HILTZ,Warehouse,France,Level 1,3,1,1,7,6,0.4,6,9,2,6,2,275,6,0,0,low,M,5,2,1,2,2,2,1,4
5041,HETHERINGTON,Operations,Turkey,Level 1,3,0,0,9,5,0.4,10,9,3,6,2,189,7,0,0,high,M,1,1,1,1,2,1,2,5
5042,HESSER,Sales,Japan,Level 1,3,1,1,7,6,0.4,6,9,2,7,3,236,3,0,1,medium,M,10,8,8,7,1,7,9,8
5043,HERSHMAN,Finance,Japan,Level 1,3,1,0,7,5,0.4,5,9,3,7,5,170,6,0,0,medium,F,1,2,1,1,1,1,1,5
5044,HENG,Support,Japan,Level 1,3,1,1,8,5,0.4,8,7,3,7,4,251,6,0,0,low,M,2,1,2,1,2,2,1,5
5045,HEFFRON,IT,Japan,Level 1,3,0,1,10,6,0.4,9,7,2,7,3,205,7,0,1,medium,F,9,7,9,7,9,8,6,6
5046,HEADEN,Warehouse,Japan,Level 1,3,0,1,7,5,0.4,7,7,3,7,4,135,5,0,0,medium,F,5,1,1,1,1,2,1,4
5047,HASKETT,Operations,Australia,Level 1,3,1,1,7,6,0.4,6,9,3,7,3,231,7,0,1,medium,F,9,8,7,9,1,7,8,8
5048,HARTLINE,Sales,Colombia,Level 1,3,1,1,9,6,0.4,9,8,3,7,3,257,5,0,1,medium,M,9,8,10,7,9,9,7,9
5049,HARNED,Finance,Colombia,Level 1,3,1,0,9,5,0.4,8,9,2,7,5,162,5,0,0,high,M,2,1,2,1,1,1,2,2
5050,GUILLEMETTE,IT,China,Level 1,3,0,0,9,6,0.4,10,8,3,7,6,237,3,0,0,high,F,5,1,2,1,2,2,1,2
5051,GUGLIELMO,IT,Turkey,Level 1,3,0,0,8,6,0.4,9,7,2,7,3,134,3,0,0,medium,M,8,8,7,9,1,7,7,9
5052,GUERCIO,Warehouse,Korea,Level 1,3,1,1,7,5,0.4,5,8,2,6,2,163,5,0,0,medium,F,1,2,2,1,2,2,1,2
5053,GREENBAUM,Operations,Korea,Level 1,3,1,0,7,5,0.4,7,8,2,7,5,264,8,0,0,medium,F,5,1,1,1,1,2,2,2
5054,GORIS,Sales,China,Level 1,3,0,1,9,6,0.4,8,8,2,6,5,173,3,0,1,medium,M,10,9,9,8,9,9,5,8
5055,GLINES,Finance,Korea,Level 1,3,1,1,7,6,0.4,6,8,2,7,2,191,5,0,1,low,F,9,9,8,7,1,7,10,8
5056,GILMOUR,IT,Australia,Level 1,3,0,0,8,5,0.4,9,8,3,6,3,152,6,0,0,medium,M,3,1,1,1,1,1,2,2
5057,GARDELLA,IT,Colombia,Level 1,3,1,0,8,5,0.4,9,9,3,7,3,272,4,0,0,low,F,4,2,1,1,2,2,1,4
5058,GADD,Warehouse,China,Level 1,3,1,1,10,5,0.4,9,8,3,6,4,198,8,1,0,low,M,2,2,1,2,1,2,2,3
5059,GABLER,Operations,Colombia,Level 1,3,1,1,9,6,0.4,8,8,2,6,4,260,4,1,1,medium,M,7,5,6,4,2,5,7,5
5060,GABBERT,Sales,UK,Level 1,3,0,1,7,6,0.4,6,7,2,7,4,158,8,0,1,medium,M,10,9,9,8,1,7,9,7
5061,FUSELIER,Finance,China,Level 1,3,0,1,10,6,0.4,9,9,2,6,5,252,5,0,1,medium,M,10,7,9,8,7,8,5,8
5062,FREUDENBURG,Support,UK,Level 1,3,1,1,9,5,0.4,8,9,2,7,4,199,4,1,0,low,M,2,1,1,2,1,1,2,5
5063,FRAGOSO,IT,Japan,Level 1,3,1,1,10,6,0.4,10,7,3,7,4,272,5,1,0,low,M,8,9,8,7,1,7,9,9
5064,FOLLIS,Warehouse,France,Level 1,5,0,1,10,10,0.4,10,9,5,8,3,209,8,0,1,low,M,9,10,9,10,3,8,9,8
5065,FLEMINGS,Operations,Colombia,Level 1,5,0,1,8,9,0.4,8,7,5,10,3,147,4,0,1,low,M,10,8,8,8,5,8,8,8
5066,FELTMAN,Sales,Turkey,Level 1,5,1,1,9,9,0.4,10,7,4,8,4,166,4,0,0,medium,F,10,8,7,7,4,7,7,10
5067,FEBUS,Finance,France,Level 1,5,1,1,10,8,0.4,9,7,4,10,3,165,3,0,1,low,M,8,9,7,9,5,8,9,7
5068,FARREN,IT,Japan,Level 1,5,0,1,10,9,0.4,10,7,5,10,4,162,6,0,0,medium,F,10,7,7,7,6,7,6,7
5069,FALLIS,IT,Australia,Level 1,5,0,1,8,9,0.4,10,7,5,9,3,255,4,0,1,medium,M,9,9,9,9,5,8,6,10
5070,EVERT,Warehouse,US,VP,2,1,0,6,4,0.4,5,6,2,5,5,179,19,0,0,low,M,5,2,2,1,1,2,1,1
5071,EKSTROM,Operations,Turkey,Senior Director,2,0,0,3,4,0.4,3,7,1,3,3,250,16,0,0,high,M,4,1,1,1,2,2,2,1
5072,EASTRIDGE,Sales,Korea,Senior Director,2,0,0,3,3,0.4,3,7,2,3,3,251,17,1,0,low,F,5,1,1,1,1,2,2,3
5073,DYCK,Finance,US,Senior Director,2,1,0,1,4,0.4,3,2,1,5,4,198,21,0,0,low,F,4,2,1,2,1,2,2,5
5074,DUFAULT,Human Resources,Korea,Director,3,1,0,10,6,0.4,8,8,2,7,3,148,16,0,1,medium,M,9,10,8,9,9,9,5,7
5075,DUBREUIL,IT,Turkey,Director,3,1,0,10,5,0.4,10,9,3,6,4,268,16,1,0,medium,F,5,2,2,1,2,2,2,4
5076,DRESSER,Warehouse,Turkey,Director,3,0,0,9,5,0.4,9,7,3,7,5,239,16,0,0,low,F,2,1,1,1,2,1,2,2
5077,DRAPEAU,Operations,Colombia,Director,3,1,1,10,5,0.4,8,8,2,7,3,195,15,1,0,medium,M,4,1,1,2,1,2,2,3
5078,DOMINGUES,Sales,France,Director,3,0,0,8,6,0.4,8,9,3,7,4,252,19,0,0,medium,F,9,8,9,8,1,7,9,7
5079,DOLEZAL,Finance,Colombia,Director,3,1,0,10,5,0.4,8,9,2,6,3,272,16,0,0,medium,M,5,1,2,1,1,2,1,2
5080,DINKEL,Human Resources,Japan,Senior Manager,3,1,1,8,6,0.4,8,9,2,7,2,141,14,0,1,medium,F,7,7,7,9,1,6,7,7
5081,DIDONATO,IT,UK,Senior Manager,3,1,1,8,5,0.4,8,8,2,6,3,224,13,0,0,low,F,1,1,2,1,2,1,1,3
5082,DEVITT,Warehouse,Australia,Senior Manager,3,0,1,7,5,0.4,6,9,2,6,6,270,13,0,0,low,F,3,2,2,1,1,2,1,5
5083,DEVANE,Operations,Australia,Senior Manager,3,1,1,10,5,0.4,10,8,2,6,6,236,16,0,0,medium,M,3,1,1,2,2,2,1,1
5084,DEMOTT,Sales,China,Senior Manager,3,1,0,10,5,0.4,10,9,3,6,3,227,16,0,0,medium,F,1,1,2,2,1,1,2,2
5085,DAUGHTREY,Finance,Colombia,Senior Manager,3,0,1,10,6,0.4,8,8,3,7,3,262,17,1,0,low,M,3,3,4,2,5,3,9,7
5086,DAUBERT,Human Resources,Japan,Senior Manager,3,1,1,10,5,0.4,8,7,2,7,3,228,13,0,0,low,M,1,2,1,2,1,1,2,1
5087,DAS,IT,France,Senior Manager,3,0,0,9,5,0.4,8,9,3,6,4,176,17,1,0,low,M,2,2,1,1,1,1,1,4
5088,DARRELL,Warehouse,US,Senior Manager,3,0,1,9,6,0.4,9,9,3,7,4,147,15,1,1,medium,M,8,7,8,9,1,7,10,7
5089,CREASON,Operations,Australia,Senior Manager,3,1,0,7,5,0.4,7,7,2,7,5,196,13,0,0,medium,M,2,2,1,2,1,2,2,3
5090,CRARY,Sales,Colombia,Senior Manager,3,1,0,9,5,0.4,9,9,3,7,3,112,12,1,0,medium,F,1,2,1,2,1,1,1,4
5091,COSTILLA,Finance,China,Senior Manager,3,1,1,8,5,0.4,9,9,3,6,4,221,14,0,0,medium,M,2,2,1,1,2,2,2,5
5092,CHIPPS,IT,UK,Manager,1,0,0,6,2,0.4,6,6,2,4,3,154,12,0,0,medium,M,5,1,2,1,2,2,1,3
5093,CHEATWOOD,IT,Japan,Manager,1,0,0,1,2,0.4,3,3,2,4,4,200,13,1,0,low,M,4,2,2,2,2,2,1,2
5094,CARMEAN,Warehouse,Japan,Manager,1,1,0,6,2,0.4,7,7,1,3,2,216,12,0,0,medium,F,5,1,1,2,1,2,2,1
5095,CANTON,Operations,UK,Manager,1,1,0,4,1,0.4,3,5,1,4,3,185,10,0,0,medium,M,1,1,2,1,2,1,2,3
5096,CAFFREY,Sales,China,Manager,1,1,0,2,2,0.4,4,3,1,3,4,199,15,1,0,low,M,2,1,2,2,1,2,1,5
5097,BURGHER,Finance,Turkey,Manager,1,1,0,3,2,0.4,1,5,1,3,5,265,14,1,0,low,F,2,2,2,1,2,2,2,5
5098,BUKER,Human Resources,Japan,Manager,1,1,0,6,2,0.4,5,6,2,4,3,263,12,1,0,low,F,2,1,2,1,1,1,2,2
5099,BRUNK,IT,China,Manager,1,1,0,1,2,0.4,1,4,2,5,4,181,12,0,0,low,F,2,2,2,2,2,2,2,4
5100,BRODBECK,Warehouse,China,Manager,1,0,0,3,1,0.4,4,4,2,4,4,163,12,1,0,low,F,3,2,1,2,1,2,1,2
5101,BRANTNER,Operations,UK,Manager,1,1,0,6,1,0.4,7,5,1,3,5,260,10,0,0,medium,M,2,1,1,1,1,1,1,1
5102,BRANDY,Sales,Australia,Manager,1,0,0,1,1,0.4,4,3,1,4,6,159,13,0,0,medium,F,2,1,1,2,2,2,1,3
5103,BOLIVAR,Finance,UK,Manager,1,0,0,2,1,0.4,3,3,1,3,4,227,11,0,0,medium,M,1,1,2,1,1,1,2,5
5104,BOERNER,IT,China,Manager,1,0,0,2,2,0.4,4,3,2,5,3,104,15,0,0,medium,F,3,1,1,2,2,2,2,3
5105,BODKIN,IT,France,Manager,1,0,0,6,2,0.4,5,6,1,5,3,188,11,0,0,low,F,4,2,2,2,2,2,1,3
5106,BIEL,Warehouse,Colombia,Manager,1,1,0,3,1,0.4,1,5,2,3,5,202,15,0,0,high,M,3,1,2,2,1,2,2,5
5107,BETTY,Operations,US,Manager,1,1,0,1,1,0.4,4,4,2,3,3,213,12,1,0,low,F,3,1,1,1,2,2,2,5
5108,BENCOMO,Sales,France,Manager,1,1,0,6,1,0.4,6,4,1,3,3,211,10,1,0,low,F,1,1,2,1,2,1,2,1
5109,BELLINO,Finance,Turkey,Manager,1,0,0,5,1,0.4,5,5,2,3,4,232,11,0,0,medium,F,4,1,1,1,1,2,1,1
5110,BELIVEAU,Human Resources,US,Manager,1,1,0,4,1,0.4,2,6,1,5,4,143,12,0,0,high,M,3,2,1,1,2,2,1,2
5111,BEAUVAIS,IT,France,Manager,1,0,0,3,1,0.4,3,4,2,4,5,196,14,0,0,medium,M,1,2,2,1,2,2,1,5
5112,BEAUPRE,Warehouse,China,Manager,1,0,0,5,2,0.4,6,5,2,3,4,150,10,0,0,medium,F,1,2,1,2,2,2,2,3
5113,BAYLIS,Operations,UK,Manager,1,1,0,2,1,0.4,4,3,2,3,5,222,15,0,0,high,M,1,2,2,1,2,2,1,4
5114,BASKETT,Sales,US,Level 2-4,5,0,1,9,9,0.4,8,7,4,9,3,203,9,0,1,high,M,9,8,7,9,3,7,9,10
5115,BARCUS,Finance,Japan,Level 2-4,5,0,1,7,8,0.4,6,7,4,9,5,178,8,0,1,medium,M,10,8,9,7,5,8,6,9
5116,BARBERA,Human Resources,Japan,Level 2-4,5,1,1,8,9,0.4,8,7,5,10,4,272,7,0,1,high,M,9,9,9,7,4,8,9,9
5117,BALTZ,IT,Korea,Level 2-4,5,0,1,9,9,0.4,9,8,5,10,4,182,8,0,1,low,M,9,9,9,9,3,8,9,9
5118,ASAY,Warehouse,Colombia,Level 2-4,5,1,1,10,10,0.4,10,9,5,10,4,205,8,0,1,low,F,8,9,9,9,6,8,8,9
5119,ARNEY,Operations,Australia,Level 2-4,5,1,1,10,10,0.4,9,9,3,9,3,171,10,0,1,medium,M,8,10,9,8,2,7,8,7
5120,ARCURI,Sales,France,Level 2-4,5,1,1,7,8,0.4,5,9,5,10,4,172,7,0,1,low,M,8,9,9,9,5,8,7,8
5121,ANKNEY,Finance,Korea,Level 2-4,5,0,1,8,10,0.4,8,8,4,8,3,210,9,0,1,medium,M,9,8,10,8,6,8,6,7
5122,AGOSTINI,Human Resources,US,Level 2-4,5,1,1,7,10,0.4,7,7,4,10,2,264,10,0,1,medium,M,10,7,8,10,2,7,8,7
5123,ADDY,IT,Japan,Level 2-4,5,0,1,9,8,0.4,9,9,3,8,4,181,8,0,0,low,F,8,7,7,8,2,6,7,9
5124,ZWILLING,Warehouse,US,Level 2-4,5,1,1,9,9,0.4,9,9,4,10,3,240,9,0,1,medium,F,10,10,9,9,3,8,6,9
5125,ZUBIA,Operations,France,Level 2-4,5,1,1,9,10,0.4,10,9,3,8,4,140,7,0,0,medium,F,8,8,7,8,5,7,6,9
5126,ZOLLINGER,Sales,Colombia,Level 2-4,5,0,1,8,9,0.4,10,7,4,10,6,283,9,0,1,medium,F,8,9,10,8,5,8,7,7
5127,ZEITZ,Finance,France,Level 2-4,5,0,1,9,10,0.4,8,8,5,9,4,263,7,0,1,medium,M,10,7,9,8,6,8,7,7
5128,YARD,Human Resources,Korea,Level 2-4,5,1,1,7,8,0.4,7,8,5,9,4,136,9,0,1,high,F,7,7,9,7,4,7,8,9
5129,YANES,IT,Japan,Level 2-4,5,0,1,10,8,0.4,10,7,5,8,4,145,8,0,1,low,F,10,9,8,8,4,8,8,10
5130,WINSHIP,Warehouse,UK,Level 2-4,5,0,1,9,9,0.4,10,9,5,8,3,162,9,0,0,low,F,9,7,8,10,3,7,8,7
5131,WINNINGHAM,Operations,China,Level 2-4,5,1,1,8,10,0.4,8,8,5,9,5,230,10,0,1,low,F,7,10,8,7,2,7,7,10
5132,WICKLINE,Sales,France,Level 2-4,5,0,1,7,8,0.4,5,8,3,10,3,148,10,0,1,medium,M,10,7,8,8,6,8,7,8
5133,WEBRE,Finance,Turkey,Level 2-4,5,1,1,10,10,0.4,10,9,4,8,3,175,9,0,1,high,F,10,8,7,8,6,8,8,8
5134,WADDINGTON,Human Resources,Colombia,Level 2-4,5,1,1,7,10,0.4,7,8,3,9,4,227,9,0,1,high,M,9,10,10,10,9,10,1,9
5135,VOSBURGH,IT,Australia,Level 2-4,5,0,1,10,9,0.4,10,7,3,10,4,177,8,0,1,low,F,10,9,7,10,3,8,9,7
5136,VESSELS,Warehouse,Japan,Level 2-4,5,0,1,7,9,0.4,6,8,3,9,6,257,8,0,1,medium,M,9,9,7,8,5,8,7,7
5137,VERRETT,Operations,France,Level 2-4,5,0,1,8,10,0.4,10,9,5,9,5,198,7,0,1,medium,M,10,10,9,9,2,8,6,9
5138,VEDDER,Sales,Korea,Level 2-4,5,1,1,8,8,0.4,10,9,4,9,3,251,9,0,1,medium,M,10,7,10,8,6,8,7,9
5139,VARNUM,Finance,UK,Level 2-4,5,0,1,7,10,0.4,6,7,5,9,5,158,8,0,0,medium,F,7,8,7,7,2,6,8,7
5140,VANDEVENTER,Human Resources,Korea,Level 2-4,5,0,1,7,9,0.4,6,7,4,9,4,171,7,0,1,medium,F,7,10,9,9,4,8,8,8
5141,VACCA,IT,Korea,Level 2-4,5,1,1,9,9,0.4,8,8,4,10,4,260,9,0,1,low,M,7,7,8,10,6,8,6,10
5142,USRY,Warehouse,Japan,Level 2-4,5,1,1,10,8,0.4,8,7,5,10,3,263,9,0,0,high,M,7,8,10,8,3,7,6,8
5143,TOWRY,Operations,US,Level 2-4,5,0,1,9,10,0.4,9,8,5,9,6,269,8,0,0,high,M,7,7,9,9,4,7,7,7
5144,TOUCHET,Sales,China,Level 2-4,5,0,1,7,9,0.4,7,8,4,9,3,224,7,0,1,low,F,8,7,9,7,6,7,8,9
5145,TOOKES,IT,US,Level 2-4,5,1,1,10,8,0.4,10,8,3,9,4,118,10,0,0,low,M,7,9,8,8,4,7,7,8
5146,TONKIN,Human Resources,Korea,Level 2-4,5,0,1,7,8,0.4,5,8,4,10,5,186,9,0,1,low,M,7,7,8,10,4,7,6,10
5147,TIMKO,IT,US,Level 2-4,5,0,1,10,10,0.4,10,7,5,8,5,191,7,0,1,high,M,9,8,9,10,4,8,9,7
5148,TIBBITTS,Warehouse,Japan,Level 2-4,5,1,1,8,10,0.4,10,8,5,10,5,174,7,0,1,medium,F,10,9,7,7,5,8,6,10
5149,THEDFORD,Operations,China,Level 2-4,5,1,1,7,10,0.4,5,9,4,9,3,140,9,0,0,medium,F,7,10,8,7,2,7,8,7
5150,TARLETON,Sales,Turkey,Level 2-4,5,0,1,8,9,0.4,8,7,3,8,4,193,7,0,1,high,F,9,8,10,7,6,8,7,8
5151,TALTY,Finance,France,Level 2-4,5,0,1,10,8,0.4,10,9,4,8,3,148,8,0,1,high,F,9,10,8,9,6,8,7,8
5152,TALAMANTEZ,Human Resources,Japan,Level 2-4,5,0,1,7,10,0.4,6,9,4,8,2,176,9,0,1,low,F,7,8,8,10,9,8,2,8
5153,TAFOLLA,IT,China,Level 2-4,4,0,1,10,8,0.4,8,7,3,7,4,135,10,0,0,medium,M,10,8,7,7,5,7,8,7
5154,SUGG,Warehouse,Colombia,Level 2-4,4,0,1,7,8,0.4,5,7,4,8,6,154,10,0,0,medium,F,7,10,7,10,3,7,8,7
5155,STRECKER,Operations,Korea,Level 2-4,4,1,1,8,7,0.4,8,7,2,7,4,143,8,0,1,low,M,7,10,9,10,4,8,7,10
5156,STIRLING,Sales,Korea,Level 2-4,4,1,1,7,7,0.4,5,7,2,7,4,173,10,0,0,low,F,7,7,9,8,5,7,9,9
5157,STEFFAN,Finance,Colombia,Level 2-4,4,0,1,9,8,0.4,9,9,3,9,4,262,9,0,1,medium,F,9,8,7,10,8,8,2,10
5158,SPIVA,Human Resources,Korea,Level 2-4,4,0,1,8,7,0.4,9,8,3,7,4,171,9,0,1,low,F,7,10,10,8,3,8,9,10
5159,SLAPE,IT,Korea,Level 2-4,4,1,1,7,8,0.4,7,9,3,7,4,246,7,0,1,high,M,7,9,10,9,5,8,6,8
5160,SIEMENS,Warehouse,Australia,Level 2-4,4,0,1,7,7,0.4,5,8,2,8,3,266,10,0,1,high,F,9,9,7,8,5,8,6,9
5161,SHATZER,Operations,UK,Level 2-4,4,1,1,9,8,0.4,9,9,4,9,4,127,7,0,1,low,M,7,10,10,10,3,8,6,10
5162,SEYLER,Sales,Australia,Level 2-4,4,1,1,9,7,0.4,10,8,3,7,5,167,7,0,1,low,M,8,10,8,9,4,8,7,9
5163,SEAMANS,Finance,Japan,Level 2-4,4,1,1,8,7,0.4,10,7,2,8,4,187,8,0,0,medium,M,7,8,9,7,5,7,6,8
5164,SCHMALTZ,Human Resources,France,Level 2-4,4,1,1,9,8,0.4,10,8,5,7,3,162,10,0,1,low,F,10,9,10,7,6,8,7,7
5165,SCHIPPER,IT,Korea,Level 2-4,4,1,1,9,8,0.4,8,9,5,8,5,230,9,0,0,low,M,8,8,9,8,2,7,6,10
5166,SASSO,Warehouse,US,Level 2-4,4,0,1,10,8,0.4,8,7,5,7,3,148,9,0,1,medium,F,9,7,8,9,5,8,7,10
5167,SAILOR,Operations,Colombia,Level 2-4,4,1,1,9,8,0.4,8,8,3,7,3,175,9,0,1,high,F,7,9,7,10,5,8,6,7
5168,RUPPE,Sales,Colombia,Level 2-4,4,1,1,7,8,0.4,5,9,3,8,4,227,9,0,1,high,M,7,9,8,8,7,8,1,9
5169,RUNNER,Finance,Colombia,Level 2-4,4,1,1,10,7,0.4,9,8,3,8,4,177,9,0,1,high,M,8,8,7,9,4,7,9,8
5170,ROYALS,Human Resources,Japan,Level 2-4,4,1,1,9,8,0.4,10,9,5,10,6,257,8,0,1,medium,M,9,9,9,8,5,8,8,9
5171,ROUDEBUSH,IT,Australia,Level 2-4,4,0,1,9,7,0.4,9,8,5,10,5,198,9,0,1,medium,F,7,7,9,7,3,7,6,9
5172,RIPPLE,Warehouse,UK,Level 2-4,4,0,1,10,8,0.4,10,7,3,10,3,251,7,0,1,medium,F,8,9,8,9,3,7,6,9
5173,RIEMER,Operations,Australia,Level 2-4,4,1,1,10,7,0.4,10,7,4,7,5,158,8,0,1,medium,M,10,9,9,10,3,8,9,9
